"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Armenia","2014","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","2016","533",""
"Armenia","2014","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","2016","472",""
"Armenia","2014","Total","20 - 24","Data tabulated by year of registration","Final figure, complete","2016","1418",""
"Armenia","2014","Total","25 +","Data tabulated by year of registration","Final figure, complete","2016","0",""
"Armenia","2009","Total","Total","Data tabulated by year of registration","Final figure, complete","2010","2829",""
"Armenia","2009","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","2010","92",""
"Armenia","2009","Total","1","Data tabulated by year of registration","Final figure, complete","2010","161",""
"Armenia","2009","Total","2","Data tabulated by year of registration","Final figure, complete","2010","148",""
"Armenia","2009","Total","3","Data tabulated by year of registration","Final figure, complete","2010","126",""
"Armenia","2009","Total","4","Data tabulated by year of registration","Final figure, complete","2010","117",""
"Armenia","2009","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","2010","445",""
"Armenia","2009","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","2010","426",""
"Armenia","2009","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","2010","514",""
"Armenia","2009","Total","20 +","Data tabulated by year of registration","Final figure, complete","2010","800",""
"Armenia","2008","Total","Total","Data tabulated by year of registration","Final figure, complete","2009","3031",""
"Armenia","2008","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","2009","111",""
"Armenia","2008","Total","1","Data tabulated by year of registration","Final figure, complete","2009","169",""
"Armenia","2008","Total","2","Data tabulated by year of registration","Final figure, complete","2009","122",""
"Armenia","2008","Total","3","Data tabulated by year of registration","Final figure, complete","2009","110",""
"Armenia","2008","Total","4","Data tabulated by year of registration","Final figure, complete","2009","119",""
"Armenia","2008","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","2009","467",""
"Armenia","2008","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","2009","478",""
"Armenia","2008","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","2009","549",""
"Armenia","2008","Total","20 +","Data tabulated by year of registration","Final figure, complete","2009","906",""
"Armenia","2007","Total","Total","Data tabulated by year of registration","Final figure, complete","2008","2931",""
"Armenia","2007","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","2008","69",""
"Armenia","2007","Total","1","Data tabulated by year of registration","Final figure, complete","2008","165",""
"Armenia","2007","Total","2","Data tabulated by year of registration","Final figure, complete","2008","103",""
"Armenia","2007","Total","3","Data tabulated by year of registration","Final figure, complete","2008","97",""
"Armenia","2007","Total","4","Data tabulated by year of registration","Final figure, complete","2008","98",""
"Armenia","2007","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","2008","409",""
"Armenia","2007","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","2008","535",""
"Armenia","2007","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","2008","566",""
"Armenia","2007","Total","20 +","Data tabulated by year of registration","Final figure, complete","2008","889",""
"Armenia","2004","Total","Total","Data tabulated by year of registration","Final figure, complete","2005","1968",""
"Armenia","2004","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","2005","43",""
"Armenia","2004","Total","1","Data tabulated by year of registration","Final figure, complete","2005","83",""
"Armenia","2004","Total","2","Data tabulated by year of registration","Final figure, complete","2005","60",""
"Armenia","2004","Total","3","Data tabulated by year of registration","Final figure, complete","2005","63",""
"Armenia","2004","Total","4","Data tabulated by year of registration","Final figure, complete","2005","59",""
"Armenia","2004","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","2005","343",""
"Armenia","2004","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","2005","452",""
"Armenia","2004","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","2005","361",""
"Armenia","2004","Total","20 +","Data tabulated by year of registration","Final figure, complete","2005","504",""
"Armenia","1996","Total","Total","Data tabulated by year of registration","Final figure, complete","1997","2604",""
"Armenia","1996","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","1997","59",""
"Armenia","1996","Total","1","Data tabulated by year of registration","Final figure, complete","1997","73",""
"Armenia","1996","Total","2","Data tabulated by year of registration","Final figure, complete","1997","78",""
"Armenia","1996","Total","3","Data tabulated by year of registration","Final figure, complete","1997","116",""
"Armenia","1996","Total","4","Data tabulated by year of registration","Final figure, complete","1997","125",""
"Armenia","1996","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","1997","738",""
"Armenia","1996","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","1997","541",""
"Armenia","1996","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","1997","429",""
"Armenia","1996","Total","20 +","Data tabulated by year of registration","Final figure, complete","1997","445",""
"Armenia","1996","Total","Not stated","Data tabulated by year of registration","Final figure, complete","1997","0",""
"Armenia","1995","Total","Total","Data tabulated by year of registration","Final figure, complete","1997","2744",""
"Armenia","1995","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","1997","70",""
"Armenia","1995","Total","1","Data tabulated by year of registration","Final figure, complete","1997","73",""
"Armenia","1995","Total","2","Data tabulated by year of registration","Final figure, complete","1997","110",""
"Armenia","1995","Total","3","Data tabulated by year of registration","Final figure, complete","1997","137",""
"Armenia","1995","Total","4","Data tabulated by year of registration","Final figure, complete","1997","186",""
"Armenia","1995","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","1997","721",""
"Armenia","1995","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","1997","501",""
"Armenia","1995","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","1997","437",""
"Armenia","1995","Total","20 +","Data tabulated by year of registration","Final figure, complete","1997","509",""
"Armenia","1995","Total","Not stated","Data tabulated by year of registration","Final figure, complete","1997","0",""
"Armenia","1994","Total","Total","Data tabulated by year of registration","Final figure, complete","1995","3402","1"
"Armenia","1994","Total","Less than 1","Data tabulated by year of registration","Final figure, complete","1995","97","1"
"Armenia","1994","Total","1","Data tabulated by year of registration","Final figure, complete","1995","102","1"
"Armenia","1994","Total","2","Data tabulated by year of registration","Final figure, complete","1995","149","1"
"Armenia","1994","Total","3","Data tabulated by year of registration","Final figure, complete","1995","155","1"
"Armenia","1994","Total","4","Data tabulated by year of registration","Final figure, complete","1995","220","1"
"Armenia","1994","Total","5 - 9","Data tabulated by year of registration","Final figure, complete","1995","807","1"
"Armenia","1994","Total","10 - 14","Data tabulated by year of registration","Final figure, complete","1995","675","1"
"Armenia","1994","Total","15 - 19","Data tabulated by year of registration","Final figure, complete","1995","508","1"
"Armenia","1994","Total","20 +","Data tabulated by year of registration","Final figure, complete","1995","689","1"
